committee_id,committee_name,report_year,report_type,image_number,line_number,transaction_id,file_number,entity_type,entity_type_desc,unused_recipient_committee_id,recipient_committee_id,recipient_name,recipient_state,beneficiary_committee_name,national_committee_nonfederal_account,disbursement_type,disbursement_type_description,disbursement_description,memo_code,memo_code_full,disbursement_date,disbursement_amount,candidate_office,candidate_office_description,candidate_office_district,candidate_id,candidate_name,candidate_first_name,candidate_last_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office_state,candidate_office_state_full,election_type,election_type_full,fec_election_type_desc,fec_election_year,amendment_indicator,amendment_indicator_desc,schedule_type_full,load_date,original_sub_id,back_reference_transaction_id,back_reference_schedule_id,semi_annual_bundled_refund,payee_last_name,payee_first_name,payee_middle_name,category_code,category_code_full,conduit_committee_name,conduit_committee_street1,conduit_committee_street2,conduit_committee_city,conduit_committee_state,conduit_committee_zip,spender_committee_type,spender_committee_org_type,spender_committee_designation,filing_form,link_id,recipient_city,recipient_zip,disbursement_purpose_category,memo_text,two_year_transaction_period,schedule_type,sub_id,pdf_url,line_number_label,payee_prefix,payee_suffix,payee_employer,payee_occupation,ref_disp_excess_flg,comm_dt
C00161810,DEMOCRATIC PARTY OF NEW MEXICO - FEDERAL,2021,M7,202107209451843514,30B,500757803,1529306,IND,INDIVIDUAL,,,"HUSSAIN, MUHAMMAD A",NM,,,,,MILEAGE REIMBURSEMENT,X,,2021-06-15 00:00:00,93.47,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2021-08-11 04:55:31.625,,500757789,SB30B,0.00,HUSSAIN,MUHAMMAD,A,,,,,,,,,Y,"",U,F3X,4072120211321224453,ALBUQUERQUE,871257615,OTHER,*,2022,SB,4081120211325932740,https://docquery.fec.gov/cgi-bin/fecimg/?202107209451843514,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00161810,DEMOCRATIC PARTY OF NEW MEXICO - FEDERAL,2021,M10,202110209468125515,21B,500766510,1545839,ORG,ORGANIZATION,,,AMALGAMATED BANK,DC,,,,,BANK FEE,,,2021-09-28 00:00:00,95.25,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2021-11-03 03:56:42.726,,,,0.00,,,,,,,,,,,,Y,"",U,F3X,4102120211374312247,WASHINGTON,200061202,OTHER,,2022,SB,4110320211376972333,https://docquery.fec.gov/cgi-bin/fecimg/?202110209468125515,Other Federal Operating Expenditures,,,,,,
C00161810,DEMOCRATIC PARTY OF NEW MEXICO - FEDERAL,2021,M11,202111199468736134,21B,500778119,1549553,ORG,ORGANIZATION,,,ACTBLUE TECHNICAL SERVICES,MA,,,,,MERCHANT FEES,,,2021-10-03 00:00:00,96.59,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2021-11-27 03:49:50.188,,,,0.00,,,,,,,,,,,,Y,"",U,F3X,4112020211378843450,SOMERVILLE,021443132,OTHER,,2022,SB,4112720211379971212,https://docquery.fec.gov/cgi-bin/fecimg/?202111199468736134,Other Federal Operating Expenditures,,,,,,
C00161810,DEMOCRATIC PARTY OF NEW MEXICO - FEDERAL,2021,M6,202106189449393991,30B,500753394,1520643,ORG,ORGANIZATION,,,SAM'S CLUB,NM,,,,,FOOD/BEVERAGES,,,2021-05-21 00:00:00,97.07,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2021-06-25 04:58:48.089,,,,0.00,,,,,,,,,,,,Y,"",U,F3X,4061920211309407046,LAS CRUCES,880118202,OTHER,,2022,SB,4062520211311679006,https://docquery.fec.gov/cgi-bin/fecimg/?202106189449393991,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00161810,DEMOCRATIC PARTY OF NEW MEXICO - FEDERAL,2021,YE,202201319485177359,21B,500785143,1562946,ORG,ORGANIZATION,,,AMALGAMATED BANK,DC,,,,,BANK FEE,,,2021-12-27 00:00:00,97.25,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-02-26 08:06:45.219,,,,0.00,,,,,,,,,,,,Y,"",U,F3X,4013120221403740514,WASHINGTON,200061202,OTHER,,2022,SB,4022520221453463842,https://docquery.fec.gov/cgi-bin/fecimg/?202201319485177359,Other Federal Operating Expenditures,,,,,,
C00161810,DEMOCRATIC PARTY OF NEW MEXICO - FEDERAL,2022,M3,202203189494005319,21B,500792597,1575072,ORG,ORGANIZATION,,,"FACEBOOK, INC.",CA,,,,,DIGITAL ADVERTISING - NOT CANDIDATE SPECIFIC,,,2022-02-24 00:00:00,100.00,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-03-22 03:50:02.276,,,,0.00,,,,,,,,,,,,Y,"",U,F3X,4031820221460873256,MENLO PARK,940251456,OTHER,,2022,SB,4032120221463789751,https://docquery.fec.gov/cgi-bin/fecimg/?202203189494005319,Other Federal Operating Expenditures,,,,,,
C00161810,DEMOCRATIC PARTY OF NEW MEXICO - FEDERAL,2022,M3,202203189494005319,21B,500792598,1575072,ORG,ORGANIZATION,,,"FACEBOOK, INC.",CA,,,,,DIGITAL ADVERTISING - NOT CANDIDATE SPECIFIC,,,2022-02-24 00:00:00,100.00,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-03-22 03:50:02.276,,,,0.00,,,,,,,,,,,,Y,"",U,F3X,4031820221460873256,MENLO PARK,940251456,OTHER,,2022,SB,4032120221463789752,https://docquery.fec.gov/cgi-bin/fecimg/?202203189494005319,Other Federal Operating Expenditures,,,,,,
C00161810,DEMOCRATIC PARTY OF NEW MEXICO - FEDERAL,2022,M3,202203189494005319,21B,500792599,1575072,ORG,ORGANIZATION,,,"FACEBOOK, INC.",CA,,,,,DIGITAL ADVERTISING - NOT CANDIDATE SPECIFIC,,,2022-02-24 00:00:00,100.00,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-03-22 03:50:02.276,,,,0.00,,,,,,,,,,,,Y,"",U,F3X,4031820221460873256,MENLO PARK,940251456,OTHER,,2022,SB,4032120221463789753,https://docquery.fec.gov/cgi-bin/fecimg/?202203189494005319,Other Federal Operating Expenditures,,,,,,
C00161810,DEMOCRATIC PARTY OF NEW MEXICO - FEDERAL,2022,M3,202203189494005320,21B,500792600,1575072,ORG,ORGANIZATION,,,"FACEBOOK, INC.",CA,,,,,DIGITAL ADVERTISING - NOT CANDIDATE SPECIFIC,,,2022-02-25 00:00:00,100.00,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-03-22 03:50:02.277,,,,0.00,,,,,,,,,,,,Y,"",U,F3X,4031820221460873256,MENLO PARK,940251456,OTHER,,2022,SB,4032120221463789754,https://docquery.fec.gov/cgi-bin/fecimg/?202203189494005320,Other Federal Operating Expenditures,,,,,,
C00161810,DEMOCRATIC PARTY OF NEW MEXICO - FEDERAL,2022,M3,202203189494005320,21B,500792601,1575072,ORG,ORGANIZATION,,,"FACEBOOK, INC.",CA,,,,,DIGITAL ADVERTISING - NOT CANDIDATE SPECIFIC,,,2022-02-25 00:00:00,100.00,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-03-22 03:50:02.277,,,,0.00,,,,,,,,,,,,Y,"",U,F3X,4031820221460873256,MENLO PARK,940251456,OTHER,,2022,SB,4032120221463789755,https://docquery.fec.gov/cgi-bin/fecimg/?202203189494005320,Other Federal Operating Expenditures,,,,,,
C00161810,DEMOCRATIC PARTY OF NEW MEXICO - FEDERAL,2022,M3,202203189494005320,21B,500792602,1575072,ORG,ORGANIZATION,,,"FACEBOOK, INC.",CA,,,,,DIGITAL ADVERTISING - NOT CANDIDATE SPECIFIC,,,2022-02-25 00:00:00,100.00,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-03-22 03:50:02.277,,,,0.00,,,,,,,,,,,,Y,"",U,F3X,4031820221460873256,MENLO PARK,940251456,OTHER,,2022,SB,4032120221463789756,https://docquery.fec.gov/cgi-bin/fecimg/?202203189494005320,Other Federal Operating Expenditures,,,,,,
C00161810,DEMOCRATIC PARTY OF NEW MEXICO - FEDERAL,2022,M3,202203189494005321,21B,500792603,1575072,ORG,ORGANIZATION,,,"FACEBOOK, INC.",CA,,,,,DIGITAL ADVERTISING - NOT CANDIDATE SPECIFIC,,,2022-02-25 00:00:00,100.00,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-03-22 03:50:02.277,,,,0.00,,,,,,,,,,,,Y,"",U,F3X,4031820221460873256,MENLO PARK,940251456,OTHER,,2022,SB,4032120221463789757,https://docquery.fec.gov/cgi-bin/fecimg/?202203189494005321,Other Federal Operating Expenditures,,,,,,
C00161810,DEMOCRATIC PARTY OF NEW MEXICO - FEDERAL,2022,M3,202203189494005321,21B,500792604,1575072,ORG,ORGANIZATION,,,"FACEBOOK, INC.",CA,,,,,DIGITAL ADVERTISING - NOT CANDIDATE SPECIFIC,,,2022-02-25 00:00:00,100.00,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-03-22 03:50:02.277,,,,0.00,,,,,,,,,,,,Y,"",U,F3X,4031820221460873256,MENLO PARK,940251456,OTHER,,2022,SB,4032120221463789758,https://docquery.fec.gov/cgi-bin/fecimg/?202203189494005321,Other Federal Operating Expenditures,,,,,,
C00161810,DEMOCRATIC PARTY OF NEW MEXICO - FEDERAL,2022,M3,202203189494005321,21B,500792605,1575072,ORG,ORGANIZATION,,,"FACEBOOK, INC.",CA,,,,,DIGITAL ADVERTISING - NOT CANDIDATE SPECIFIC,,,2022-02-28 00:00:00,100.00,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-03-22 03:50:02.277,,,,0.00,,,,,,,,,,,,Y,"",U,F3X,4031820221460873256,MENLO PARK,940251456,OTHER,,2022,SB,4032120221463789759,https://docquery.fec.gov/cgi-bin/fecimg/?202203189494005321,Other Federal Operating Expenditures,,,,,,
C00161810,DEMOCRATIC PARTY OF NEW MEXICO - FEDERAL,2022,M3,202203189494005322,21B,500792606,1575072,ORG,ORGANIZATION,,,"FACEBOOK, INC.",CA,,,,,DIGITAL ADVERTISING - NOT CANDIDATE SPECIFIC,,,2022-02-28 00:00:00,100.00,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-03-22 03:50:02.277,,,,0.00,,,,,,,,,,,,Y,"",U,F3X,4031820221460873256,MENLO PARK,940251456,OTHER,,2022,SB,4032120221463789760,https://docquery.fec.gov/cgi-bin/fecimg/?202203189494005322,Other Federal Operating Expenditures,,,,,,
C00161810,DEMOCRATIC PARTY OF NEW MEXICO - FEDERAL,2022,M3,202203189494005322,21B,500792607,1575072,ORG,ORGANIZATION,,,"FACEBOOK, INC.",CA,,,,,DIGITAL ADVERTISING - NOT CANDIDATE SPECIFIC,,,2022-02-28 00:00:00,100.00,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-03-22 03:50:02.277,,,,0.00,,,,,,,,,,,,Y,"",U,F3X,4031820221460873256,MENLO PARK,940251456,OTHER,,2022,SB,4032120221463789761,https://docquery.fec.gov/cgi-bin/fecimg/?202203189494005322,Other Federal Operating Expenditures,,,,,,
C00161810,DEMOCRATIC PARTY OF NEW MEXICO - FEDERAL,2022,M3,202203189494005322,21B,500792608,1575072,ORG,ORGANIZATION,,,"FACEBOOK, INC.",CA,,,,,DIGITAL ADVERTISING - NOT CANDIDATE SPECIFIC,,,2022-02-28 00:00:00,100.00,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-03-22 03:50:02.277,,,,0.00,,,,,,,,,,,,Y,"",U,F3X,4031820221460873256,MENLO PARK,940251456,OTHER,,2022,SB,4032120221463789762,https://docquery.fec.gov/cgi-bin/fecimg/?202203189494005322,Other Federal Operating Expenditures,,,,,,
C00161810,DEMOCRATIC PARTY OF NEW MEXICO - FEDERAL,2022,M3,202203189494005323,21B,500792609,1575072,ORG,ORGANIZATION,,,"FACEBOOK, INC.",CA,,,,,DIGITAL ADVERTISING - NOT CANDIDATE SPECIFIC,,,2022-02-28 00:00:00,100.00,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-03-22 03:50:02.277,,,,0.00,,,,,,,,,,,,Y,"",U,F3X,4031820221460873256,MENLO PARK,940251456,OTHER,,2022,SB,4032120221463789763,https://docquery.fec.gov/cgi-bin/fecimg/?202203189494005323,Other Federal Operating Expenditures,,,,,,
C00161810,DEMOCRATIC PARTY OF NEW MEXICO - FEDERAL,2022,M3,202203189494005323,21B,500792610,1575072,ORG,ORGANIZATION,,,"FACEBOOK, INC.",CA,,,,,DIGITAL ADVERTISING - NOT CANDIDATE SPECIFIC,,,2022-02-28 00:00:00,100.00,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-03-22 03:50:02.277,,,,0.00,,,,,,,,,,,,Y,"",U,F3X,4031820221460873256,MENLO PARK,940251456,OTHER,,2022,SB,4032120221463789764,https://docquery.fec.gov/cgi-bin/fecimg/?202203189494005323,Other Federal Operating Expenditures,,,,,,
C00161810,DEMOCRATIC PARTY OF NEW MEXICO - FEDERAL,2022,M3,202203189494005323,21B,500792611,1575072,ORG,ORGANIZATION,,,"FACEBOOK, INC.",CA,,,,,DIGITAL ADVERTISING - NOT CANDIDATE SPECIFIC,,,2022-02-28 00:00:00,100.00,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-03-22 03:50:02.277,,,,0.00,,,,,,,,,,,,Y,"",U,F3X,4031820221460873256,MENLO PARK,940251456,OTHER,,2022,SB,4032120221463789765,https://docquery.fec.gov/cgi-bin/fecimg/?202203189494005323,Other Federal Operating Expenditures,,,,,,
C00161810,DEMOCRATIC PARTY OF NEW MEXICO - FEDERAL,2022,M3,202203189494005324,21B,500792612,1575072,ORG,ORGANIZATION,,,"FACEBOOK, INC.",CA,,,,,DIGITAL ADVERTISING - NOT CANDIDATE SPECIFIC,,,2022-02-28 00:00:00,100.00,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-03-22 03:50:02.277,,,,0.00,,,,,,,,,,,,Y,"",U,F3X,4031820221460873256,MENLO PARK,940251456,OTHER,,2022,SB,4032120221463789766,https://docquery.fec.gov/cgi-bin/fecimg/?202203189494005324,Other Federal Operating Expenditures,,,,,,
C00161810,DEMOCRATIC PARTY OF NEW MEXICO - FEDERAL,2022,M3,202203189494005324,21B,500792613,1575072,ORG,ORGANIZATION,,,"FACEBOOK, INC.",CA,,,,,DIGITAL ADVERTISING - NOT CANDIDATE SPECIFIC,,,2022-02-28 00:00:00,100.00,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-03-22 03:50:02.277,,,,0.00,,,,,,,,,,,,Y,"",U,F3X,4031820221460873256,MENLO PARK,940251456,OTHER,,2022,SB,4032120221463789767,https://docquery.fec.gov/cgi-bin/fecimg/?202203189494005324,Other Federal Operating Expenditures,,,,,,
C00161810,DEMOCRATIC PARTY OF NEW MEXICO - FEDERAL,2022,M3,202203189494005324,21B,500792614,1575072,ORG,ORGANIZATION,,,"FACEBOOK, INC.",CA,,,,,DIGITAL ADVERTISING - NOT CANDIDATE SPECIFIC,,,2022-02-28 00:00:00,100.00,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-03-22 03:50:02.277,,,,0.00,,,,,,,,,,,,Y,"",U,F3X,4031820221460873256,MENLO PARK,940251456,OTHER,,2022,SB,4032120221463789768,https://docquery.fec.gov/cgi-bin/fecimg/?202203189494005324,Other Federal Operating Expenditures,,,,,,
C00161810,DEMOCRATIC PARTY OF NEW MEXICO - FEDERAL,2021,M7,202107209451843499,28A,500754803,1529306,IND,INDIVIDUAL,,,"TODD, NORMAN",NM,,,22Y,CONTRIBUTION REFUND TO INDIVIDUAL,REFUND,,,2021-06-27 00:00:00,100.00,,,,,,,,,,,,,P,,PRIMARY,,A,ADD,ITEMIZED DISBURSEMENTS,2021-08-11 04:55:31.622,,,,0.00,TODD,NORMAN,,,,,,,,,,Y,"",U,F3X,4072120211321224453,LAS CRUCES,880053721,REFUNDS,,2022,SB,4081120211325932698,https://docquery.fec.gov/cgi-bin/fecimg/?202107209451843499,Refunds of Contributions Made to Individuals/Persons Other Than Political Committees,,,,,,
C00161810,DEMOCRATIC PARTY OF NEW MEXICO - FEDERAL,2021,M8,202110209468124475,28A,500756725,1545823,IND,INDIVIDUAL,,,"STERN, IVY",NM,,,22Y,CONTRIBUTION REFUND TO INDIVIDUAL,REFUND,,,2021-07-11 00:00:00,100.00,,,,,,,,,,,,,P,,PRIMARY,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2021-11-04 16:55:40.095,,,,0.00,STERN,IVY,,,,,,,,,,Y,"",U,F3X,4102120211374312235,SANTA FE,875058839,REFUNDS,,2022,SB,4110420211377164797,https://docquery.fec.gov/cgi-bin/fecimg/?202110209468124475,Refunds of Contributions Made to Individuals/Persons Other Than Political Committees,,,,,,
C00161810,DEMOCRATIC PARTY OF NEW MEXICO - FEDERAL,2021,M11,202111199468736139,29,500778660,1549553,COM,OTHER COMMITTEE,,,DEM. PARTY OF NEW MEXICO - NON-FEDERAL ACCT,NM,,,,,TRANSFER OF UNITEMIZED CASH CONTRIBUTION OVER FEDERAL LIMIT RECEIVED ON 10/22/2021.,,,2021-10-29 00:00:00,100.00,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2021-11-27 03:49:50.189,,,,0.00,,,,,,,,,,,,Y,"",U,F3X,4112020211378843450,ALBUQUERQUE,871023298,OTHER,,2022,SB,4112720211379971226,https://docquery.fec.gov/cgi-bin/fecimg/?202111199468736139,Other Disbursements,,,,,,
C00161810,DEMOCRATIC PARTY OF NEW MEXICO - FEDERAL,2021,M7,202107209451843496,21B,500757262,1529306,ORG,ORGANIZATION,,,AMALGAMATED BANK,DC,,,,,BANK FEE,,,2021-06-25 00:00:00,102.50,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2021-08-11 04:55:31.622,,,,0.00,,,,,,,,,,,,Y,"",U,F3X,4072120211321224453,WASHINGTON,200061202,OTHER,,2022,SB,4081120211325932689,https://docquery.fec.gov/cgi-bin/fecimg/?202107209451843496,Other Federal Operating Expenditures,,,,,,
C00161810,DEMOCRATIC PARTY OF NEW MEXICO - FEDERAL,2022,M7,202207209522238511,21B,500810483,1617625,ORG,ORGANIZATION,,,AMALGAMATED BANK,DC,,,,,BANK FEE,,,2022-06-24 00:00:00,104.00,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-08-11 03:37:12.089,,,,0.00,,,,,,,,,,,,Y,"",U,F3X,4072020221541753302,WASHINGTON,200061202,OTHER,,2022,SB,4081020221563907728,https://docquery.fec.gov/cgi-bin/fecimg/?202207209522238511,Other Federal Operating Expenditures,,,,,,
C00161810,DEMOCRATIC PARTY OF NEW MEXICO - FEDERAL,2022,M6,202206209515036019,21B,500806248,1603926,ORG,ORGANIZATION,,,ACTBLUE TECHNICAL SERVICES,MA,,,,,MERCHANT FEES,,,2022-05-15 00:00:00,104.48,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-06-30 03:36:14.078,,,,0.00,,,,,,,,,,,,Y,"",U,F3X,4062020221530402034,SOMERVILLE,021443132,OTHER,,2022,SB,4062920221539257718,https://docquery.fec.gov/cgi-bin/fecimg/?202206209515036019,Other Federal Operating Expenditures,,,,,,
C00161810,DEMOCRATIC PARTY OF NEW MEXICO - FEDERAL,2022,M5,202205209512430029,21B,500801766,1596205,ORG,ORGANIZATION,,,AMALGAMATED BANK,DC,,,,,BANK FEE,,,2022-04-26 00:00:00,105.00,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-06-01 03:35:27.418,,,,0.00,,,,,,,,,,,,Y,"",U,F3X,4052020221492737215,WASHINGTON,200061202,OTHER,,2022,SB,4053120221494129451,https://docquery.fec.gov/cgi-bin/fecimg/?202205209512430029,Other Federal Operating Expenditures,,,,,,
C00161810,DEMOCRATIC PARTY OF NEW MEXICO - FEDERAL,2022,M6,202206209515036020,21B,500806239,1603926,ORG,ORGANIZATION,,,AMALGAMATED BANK,DC,,,,,BANK FEE,,,2022-05-26 00:00:00,105.00,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-06-30 03:36:14.079,,,,0.00,,,,,,,,,,,,Y,"",U,F3X,4062020221530402034,WASHINGTON,200061202,OTHER,,2022,SB,4062920221539257722,https://docquery.fec.gov/cgi-bin/fecimg/?202206209515036020,Other Federal Operating Expenditures,,,,,,
C00161810,DEMOCRATIC PARTY OF NEW MEXICO - FEDERAL,2022,M3,202203189494005325,21B,500792642,1575072,ORG,ORGANIZATION,,,SPECIAL INSURANCE SERVICES,TX,,,,,HEALTH INSURANCE - TERESA FOR ALL,,,2022-02-24 00:00:00,106.00,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-03-22 03:50:02.277,,,,0.00,,,,,,,,,,,,Y,"",U,F3X,4031820221460873256,PLANO,750243512,OTHER,,2022,SB,4032120221463789770,https://docquery.fec.gov/cgi-bin/fecimg/?202203189494005325,Other Federal Operating Expenditures,,,,,,
C00161810,DEMOCRATIC PARTY OF NEW MEXICO - FEDERAL,2021,M3,202105209447320365,21B,500743607,1517640,ORG,ORGANIZATION,,,SPECIAL INSURANCE SERVICES,TX,,,,,GAP HEALTH INSURANCE COVERAGE - TERESA FOR ALL,,,2021-02-02 00:00:00,107.00,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2021-05-25 07:10:11.428,,,,0.00,,,,,,,,,,,,Y,"",U,F3X,4052120211296776511,PLANO,750243512,OTHER,,2022,SB,4052520211297193591,https://docquery.fec.gov/cgi-bin/fecimg/?202105209447320365,Other Federal Operating Expenditures,,,,,,
C00161810,DEMOCRATIC PARTY OF NEW MEXICO - FEDERAL,2021,YE,202201319485177363,21B,500785188,1562946,ORG,ORGANIZATION,,,SPECIAL INSURANCE SERVICES,TX,,,,,HEALTH INSURANCE - TERESA FOR ALL,,,2021-12-01 00:00:00,107.03,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-02-26 08:06:45.22,,,,0.00,,,,,,,,,,,,Y,"",U,F3X,4013120221403740514,PLANO,750243512,OTHER,,2022,SB,4022520221453463852,https://docquery.fec.gov/cgi-bin/fecimg/?202201319485177363,Other Federal Operating Expenditures,,,,,,
C00161810,DEMOCRATIC PARTY OF NEW MEXICO - FEDERAL,2022,M2,202202189491779992,21B,500789611,1570199,ORG,ORGANIZATION,,,SPECIAL INSURANCE SERVICES,TX,,,,,HEALTH INSURANCE - TERESA FOR ALL,,,2022-01-01 00:00:00,107.03,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-03-01 03:51:43.431,,,,0.00,,,,,,,,,,,,Y,"",U,F3X,4021820221409065206,PLANO,750243512,OTHER,,2022,SB,4022820221453646782,https://docquery.fec.gov/cgi-bin/fecimg/?202202189491779992,Other Federal Operating Expenditures,,,,,,
C00161810,DEMOCRATIC PARTY OF NEW MEXICO - FEDERAL,2022,M2,202202189491779992,21B,500789612,1570199,ORG,ORGANIZATION,,,SPECIAL INSURANCE SERVICES,TX,,,,,HEALTH INSURANCE - TERESA FOR ALL,,,2022-01-27 00:00:00,107.03,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-03-01 03:51:43.431,,,,0.00,,,,,,,,,,,,Y,"",U,F3X,4021820221409065206,PLANO,750243512,OTHER,,2022,SB,4022820221453646784,https://docquery.fec.gov/cgi-bin/fecimg/?202202189491779992,Other Federal Operating Expenditures,,,,,,
C00161810,DEMOCRATIC PARTY OF NEW MEXICO - FEDERAL,2022,M5,202205209512430030,21B,500801789,1596205,ORG,ORGANIZATION,,,"COMPANION LIFE INSURANCE COMPANY C/O SPECIAL INSURANCE SERVICES, INC",TX,,,,,HEALTH INSURANCE - TERESA FOR ALL,,,2022-04-25 00:00:00,107.03,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-06-01 03:35:27.418,,,,0.00,,,,,,,,,,,,Y,"",U,F3X,4052020221492737215,PLANO,750251517,OTHER,,2022,SB,4053120221494129453,https://docquery.fec.gov/cgi-bin/fecimg/?202205209512430030,Other Federal Operating Expenditures,,,,,,
C00161810,DEMOCRATIC PARTY OF NEW MEXICO - FEDERAL,2022,M6,202206209515036021,21B,500806225,1603926,ORG,ORGANIZATION,,,"COMPANION LIFE INSURANCE COMPANY C/O SPECIAL INSURANCE SERVICES, INC",TX,,,,,HEALTH INSURANCE - TERESA FOR ALL,,,2022-05-24 00:00:00,107.03,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-06-30 03:36:14.079,,,,0.00,,,,,,,,,,,,Y,"",U,F3X,4062020221530402034,PLANO,750251517,OTHER,,2022,SB,4062920221539257726,https://docquery.fec.gov/cgi-bin/fecimg/?202206209515036021,Other Federal Operating Expenditures,,,,,,
C00161810,DEMOCRATIC PARTY OF NEW MEXICO - FEDERAL,2021,M5,202107209451842892,21B,500751424,1529299,ORG,ORGANIZATION,,,SPECIAL INSURANCE SERVICES,TX,,,,,GAP HEALTH INSURANCE COVERAGE - TERESA FOR ALL,,,2021-04-07 00:00:00,107.03,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2021-08-11 04:55:31.629,,,,0.00,,,,,,,,,,,,Y,"",U,F3X,4072120211321224447,PLANO,750243512,OTHER,,2022,SB,4081120211325932807,https://docquery.fec.gov/cgi-bin/fecimg/?202107209451842892,Other Federal Operating Expenditures,,,,,,
C00161810,DEMOCRATIC PARTY OF NEW MEXICO - FEDERAL,2021,M10,202110209468125517,21B,500766553,1545839,ORG,ORGANIZATION,,,SPECIAL INSURANCE SERVICES,TX,,,,,GAP HEALTH INSURANCE - TERESA FOR ALL,,,2021-09-25 00:00:00,107.03,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2021-11-03 03:56:42.727,,,,0.00,,,,,,,,,,,,Y,"",U,F3X,4102120211374312247,PLANO,750243512,OTHER,,2022,SB,4110320211376972338,https://docquery.fec.gov/cgi-bin/fecimg/?202110209468125517,Other Federal Operating Expenditures,,,,,,
C00161810,DEMOCRATIC PARTY OF NEW MEXICO - FEDERAL,2021,M9,202110209468125350,21B,500762405,1545835,ORG,ORGANIZATION,,,SPECIAL INSURANCE SERVICES,TX,,,,,GAP HEALTH INSURANCE COVERAGE - TERESA FOR ALL,,,2021-08-11 00:00:00,107.03,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2021-11-04 16:55:40.097,,,,0.00,,,,,,,,,,,,Y,"",U,F3X,4102120211374312244,PLANO,750243512,OTHER,,2022,SB,4110420211377164829,https://docquery.fec.gov/cgi-bin/fecimg/?202110209468125350,Other Federal Operating Expenditures,,,,,,
